id_cliente,nombre,apellido,edad,ciudad,segmento,email
CLI-012531,Carmela,Toro,38,Trujillo,Nuevo,cliente12531@retail.pe
CLI-012532,Julie,Luís,37,Lima,Regular,cliente12532@retail.pe
CLI-012533,Ildefonso,Montalbán,30,Piura,Regular,cliente12533@retail.pe
CLI-012534,Fabiola,Bastida,58,Piura,Regular,cliente12534@retail.pe
CLI-012535,Juan,Román,40,Cusco,Regular,cliente12535@retail.pe
CLI-012536,Anastasia,Machado,33,Piura,Premium,cliente12536@retail.pe
CLI-012537,Azahar,Alegria,52,Arequipa,Regular,cliente12537@retail.pe
CLI-012538,Cristina,Aragonés,56,Chiclayo,Nuevo,cliente12538@retail.pe
CLI-012539,Aitor,Guzman,43,Trujillo,Regular,cliente12539@retail.pe
CLI-012540,Eleuterio,Marin,25,Trujillo,Nuevo,cliente12540@retail.pe
CLI-012541,Rosario,Mateos,48,Trujillo,Regular,cliente12541@retail.pe
CLI-012542,Javier,Osorio,47,Lima,Regular,cliente12542@retail.pe
CLI-012543,Tomás,Llamas,50,Lima,Regular,cliente12543@retail.pe
CLI-012544,Cristina,Camps,56,Trujillo,Regular,cliente12544@retail.pe
CLI-012545,Marcelo,Melero,32,Arequipa,Premium,cliente12545@retail.pe
CLI-012546,Dimas,Vargas,22,Cusco,Premium,cliente12546@retail.pe
CLI-012547,Victor,Sevilla,25,Piura,Regular,cliente12547@retail.pe
CLI-012548,Abraham,Gisbert,35,Arequipa,Regular,cliente12548@retail.pe
CLI-012549,Edgardo,Carballo,22,Lima,Regular,cliente12549@retail.pe
CLI-012550,Anita,Ferrera,59,Piura,Nuevo,cliente12550@retail.pe
CLI-012551,Adelia,Escobar,44,Arequipa,Premium,cliente12551@retail.pe
CLI-012552,Jerónimo,Folch,35,Trujillo,Regular,cliente12552@retail.pe
CLI-012553,Jordi,Cuevas,46,Lima,Regular,cliente12553@retail.pe
CLI-012554,Marisela,Sanabria,31,Arequipa,Regular,cliente12554@retail.pe
CLI-012555,Cristian,Quesada,29,Trujillo,Premium,cliente12555@retail.pe
CLI-012556,Carmelo,Samper,44,Arequipa,Regular,cliente12556@retail.pe
CLI-012557,Ángel,Fernandez,62,Cusco,Regular,cliente12557@retail.pe
CLI-012558,Alejandra,Sanchez,47,Piura,Regular,cliente12558@retail.pe
CLI-012559,Eva María,Cueto,24,Lima,Premium,cliente12559@retail.pe
CLI-012560,Encarnita,Simó,32,Cusco,Regular,cliente12560@retail.pe
CLI-012561,Esther,Moya,58,Arequipa,Nuevo,cliente12561@retail.pe
CLI-012562,Juan José,Acevedo,69,Cusco,Regular,cliente12562@retail.pe
CLI-012563,Teo,Cortina,70,Chiclayo,Regular,cliente12563@retail.pe
CLI-012564,Trini,Moliner,47,Lima,Regular,cliente12564@retail.pe
CLI-012565,Ángela,Marquez,40,Lima,Regular,cliente12565@retail.pe
CLI-012566,Flor,Juliá,66,Arequipa,Regular,cliente12566@retail.pe
CLI-012567,Azahar,Riba,64,Cusco,Regular,cliente12567@retail.pe
CLI-012568,Selena,Sacristán,55,Chiclayo,Premium,cliente12568@retail.pe
CLI-012569,Febe,Castilla,28,Piura,Regular,cliente12569@retail.pe
CLI-012570,Albano,Guerra,66,Arequipa,Regular,cliente12570@retail.pe
CLI-012571,Esmeralda,Gallego,63,Arequipa,Regular,cliente12571@retail.pe
CLI-012572,Eulalia,Barrios,57,Chiclayo,Regular,cliente12572@retail.pe
CLI-012573,Jose Francisco,Torrent,56,Arequipa,Premium,cliente12573@retail.pe
CLI-012574,Chita,Gargallo,64,Arequipa,Regular,cliente12574@retail.pe
CLI-012575,Marciano,Alvarado,70,Lima,Nuevo,cliente12575@retail.pe
CLI-012576,Gala,Perez,40,Chiclayo,Regular,cliente12576@retail.pe
CLI-012577,Ángel,Duque,64,Chiclayo,Regular,cliente12577@retail.pe
CLI-012578,Macaria,Vallejo,60,Cusco,Nuevo,cliente12578@retail.pe
CLI-012579,Rafaela,Espejo,39,Arequipa,Regular,cliente12579@retail.pe
CLI-012580,Amancio,Jódar,49,Piura,Regular,cliente12580@retail.pe
CLI-012581,Hernando,Juárez,26,Lima,Regular,cliente12581@retail.pe
CLI-012582,Olimpia,Ruano,23,Cusco,Nuevo,cliente12582@retail.pe
CLI-012583,Jordán,Batalla,37,Arequipa,Regular,cliente12583@retail.pe
CLI-012584,René,Armas,62,Arequipa,Premium,cliente12584@retail.pe
CLI-012585,Bibiana,Torralba,36,Trujillo,Premium,cliente12585@retail.pe
CLI-012586,Roldán,Vicente,49,Lima,Regular,cliente12586@retail.pe
CLI-012587,Lucio,Naranjo,43,Chiclayo,Regular,cliente12587@retail.pe
CLI-012588,Fortunata,Montaña,53,Cusco,Regular,cliente12588@retail.pe
CLI-012589,Imelda,Menéndez,23,Arequipa,Regular,cliente12589@retail.pe
CLI-012590,Marianela,Flor,61,Piura,Regular,cliente12590@retail.pe
CLI-012591,Melisa,Domínguez,39,Piura,Regular,cliente12591@retail.pe
CLI-012592,Aitor,Muñoz,52,Arequipa,Regular,cliente12592@retail.pe
CLI-012593,Rubén,Calvet,36,Lima,Premium,cliente12593@retail.pe
CLI-012594,Agapito,Garcés,38,Arequipa,Regular,cliente12594@retail.pe
CLI-012595,Manola,Morell,22,Lima,Regular,cliente12595@retail.pe
CLI-012596,Marc,Leiva,68,Chiclayo,Regular,cliente12596@retail.pe
CLI-012597,Lola,Fernandez,59,Trujillo,Regular,cliente12597@retail.pe
CLI-012598,Ariel,Castilla,25,Trujillo,Premium,cliente12598@retail.pe
CLI-012599,Teófilo,Calleja,52,Lima,Premium,cliente12599@retail.pe
CLI-012600,Valentín,Valverde,26,Cusco,Regular,cliente12600@retail.pe
CLI-012601,Jimena,Rincón,34,Piura,Premium,cliente12601@retail.pe
CLI-012602,Emiliana,Casanova,40,Cusco,Regular,cliente12602@retail.pe
CLI-012603,Rafa,Céspedes,29,Trujillo,Regular,cliente12603@retail.pe
CLI-012604,Juan,Giménez,67,Trujillo,Regular,cliente12604@retail.pe
CLI-012605,Rosario,Berrocal,68,Piura,Regular,cliente12605@retail.pe
CLI-012606,Leonardo,Niño,58,Arequipa,Regular,cliente12606@retail.pe
CLI-012607,Alicia,Gomez,68,Arequipa,Regular,cliente12607@retail.pe
CLI-012608,Gervasio,Rocha,30,Cusco,Regular,cliente12608@retail.pe
CLI-012609,Lola,Cortes,30,Piura,Regular,cliente12609@retail.pe
CLI-012610,Elvira,Saura,36,Lima,Regular,cliente12610@retail.pe
CLI-012611,Máxima,Linares,54,Arequipa,Regular,cliente12611@retail.pe
CLI-012612,Vidal,Guardia,59,Piura,Regular,cliente12612@retail.pe
CLI-012613,Reyes,Zabaleta,37,Lima,Premium,cliente12613@retail.pe
CLI-012614,Encarnacion,Blazquez,60,Piura,Premium,cliente12614@retail.pe
CLI-012615,Marcelo,Barbero,37,Chiclayo,Regular,cliente12615@retail.pe
CLI-012616,Jessica,Molina,52,Chiclayo,Regular,cliente12616@retail.pe
CLI-012617,Tania,Garriga,28,Lima,Regular,cliente12617@retail.pe
CLI-012618,Judith,Calzada,40,Trujillo,Regular,cliente12618@retail.pe
CLI-012619,Javiera,Roselló,33,Trujillo,Regular,cliente12619@retail.pe
CLI-012620,Teresa,Alcolea,60,Cusco,Regular,cliente12620@retail.pe
CLI-012621,Noa,Ayala,41,Lima,Regular,cliente12621@retail.pe
CLI-012622,Cristian,Nogués,45,Lima,Regular,cliente12622@retail.pe
CLI-012623,Francisca,Alvarado,56,Arequipa,Regular,cliente12623@retail.pe
CLI-012624,Patricia,Sanz,51,Piura,Regular,cliente12624@retail.pe
CLI-012625,Roberta,Lozano,59,Piura,Premium,cliente12625@retail.pe
CLI-012626,Sabas,Izquierdo,27,Lima,Nuevo,cliente12626@retail.pe
CLI-012627,Rafaela,Linares,38,Piura,Premium,cliente12627@retail.pe
CLI-012628,Rodolfo,Clemente,27,Piura,Regular,cliente12628@retail.pe
CLI-012629,Bautista,Jordán,47,Lima,Nuevo,cliente12629@retail.pe
CLI-012630,Ernesto,Mariño,67,Trujillo,Premium,cliente12630@retail.pe
CLI-012631,Prudencio,Benitez,48,Lima,Regular,cliente12631@retail.pe
CLI-012632,María Del Carmen,Ripoll,38,Lima,Regular,cliente12632@retail.pe
CLI-012633,Humberto,Agudo,22,Piura,Regular,cliente12633@retail.pe
CLI-012634,Celestino,Frutos,55,Lima,Nuevo,cliente12634@retail.pe
CLI-012635,Belen,Cabo,46,Arequipa,Premium,cliente12635@retail.pe
CLI-012636,Roberta,Sainz,45,Cusco,Regular,cliente12636@retail.pe
CLI-012637,Eutimio,Mosquera,35,Arequipa,Premium,cliente12637@retail.pe
CLI-012638,Estefanía,Colomer,52,Chiclayo,Regular,cliente12638@retail.pe
CLI-012639,Segismundo,Palacios,20,Cusco,Premium,cliente12639@retail.pe
CLI-012640,Felicia,Raya,61,Chiclayo,Premium,cliente12640@retail.pe
CLI-012641,Emperatriz,Pombo,51,Cusco,Regular,cliente12641@retail.pe
CLI-012642,Florina,Bayón,24,Cusco,Regular,cliente12642@retail.pe
CLI-012643,Custodia,Rozas,49,Piura,Regular,cliente12643@retail.pe
CLI-012644,Crescencia,Gallego,22,Trujillo,Nuevo,cliente12644@retail.pe
CLI-012645,Serafina,Bolaños,22,Cusco,Regular,cliente12645@retail.pe
CLI-012646,Martirio,Carballo,20,Piura,Regular,cliente12646@retail.pe
CLI-012647,Nicolás,Carreras,22,Trujillo,Regular,cliente12647@retail.pe
CLI-012648,Nacho,Cámara,64,Lima,Regular,cliente12648@retail.pe
CLI-012649,Nicodemo,Vélez,24,Arequipa,Nuevo,cliente12649@retail.pe
CLI-012650,Alma,Oliveras,58,Chiclayo,Regular,cliente12650@retail.pe
CLI-012651,Luz,Barrera,58,Arequipa,Premium,cliente12651@retail.pe
CLI-012652,Alfonso,Romero,69,Chiclayo,Nuevo,cliente12652@retail.pe
CLI-012653,José María,Alemán,68,Piura,Regular,cliente12653@retail.pe
CLI-012654,Nerea,Varela,35,Cusco,Premium,cliente12654@retail.pe
CLI-012655,Guiomar,Simó,35,Arequipa,Regular,cliente12655@retail.pe
CLI-012656,Ariadna,Mulet,22,Arequipa,Regular,cliente12656@retail.pe
CLI-012657,Aurelio,Giménez,42,Lima,Regular,cliente12657@retail.pe
CLI-012658,Jose Carlos,Duque,60,Lima,Premium,cliente12658@retail.pe
CLI-012659,Lisandro,Ibarra,55,Lima,Regular,cliente12659@retail.pe
CLI-012660,Azahara,Nuñez,33,Piura,Nuevo,cliente12660@retail.pe
CLI-012661,Teófila,Salamanca,28,Arequipa,Regular,cliente12661@retail.pe
CLI-012662,Alicia,Casanovas,22,Arequipa,Regular,cliente12662@retail.pe
CLI-012663,Roberto,Estevez,58,Trujillo,Regular,cliente12663@retail.pe
CLI-012664,Darío,Cuenca,22,Piura,Regular,cliente12664@retail.pe
CLI-012665,Febe,Casanova,39,Chiclayo,Nuevo,cliente12665@retail.pe
CLI-012666,Hernán,Agudo,51,Trujillo,Regular,cliente12666@retail.pe
CLI-012667,Noelia,Torre,35,Trujillo,Regular,cliente12667@retail.pe
CLI-012668,Valeria,Laguna,52,Cusco,Regular,cliente12668@retail.pe
CLI-012669,Lorena,Vives,56,Arequipa,Nuevo,cliente12669@retail.pe
CLI-012670,Casemiro,Sedano,38,Trujillo,Regular,cliente12670@retail.pe
CLI-012671,Martin,Pereira,47,Piura,Regular,cliente12671@retail.pe
CLI-012672,Graciela,Aragón,27,Lima,Premium,cliente12672@retail.pe
CLI-012673,Sol,Canet,30,Lima,Regular,cliente12673@retail.pe
CLI-012674,Agustín,Granados,18,Piura,Premium,cliente12674@retail.pe
CLI-012675,Jose,Peláez,44,Trujillo,Regular,cliente12675@retail.pe
CLI-012676,Montserrat,Ribes,61,Cusco,Regular,cliente12676@retail.pe
CLI-012677,Eugenio,Expósito,54,Cusco,Regular,cliente12677@retail.pe
CLI-012678,Paco,Bastida,46,Lima,Regular,cliente12678@retail.pe
CLI-012679,Chelo,Amigó,21,Chiclayo,Regular,cliente12679@retail.pe
CLI-012680,Roxana,Gallego,38,Trujillo,Premium,cliente12680@retail.pe
CLI-012681,Timoteo,Pardo,25,Cusco,Regular,cliente12681@retail.pe
CLI-012682,Inocencio,Santana,64,Arequipa,Regular,cliente12682@retail.pe
CLI-012683,Magdalena,Duran,38,Arequipa,Premium,cliente12683@retail.pe
CLI-012684,Aurelio,Correa,47,Lima,Premium,cliente12684@retail.pe
CLI-012685,Melisa,Benavente,25,Cusco,Nuevo,cliente12685@retail.pe
CLI-012686,Lola,Llobet,59,Arequipa,Regular,cliente12686@retail.pe
CLI-012687,Apolonia,Meléndez,38,Piura,Nuevo,cliente12687@retail.pe
CLI-012688,Fátima,Galvez,45,Lima,Regular,cliente12688@retail.pe
CLI-012689,Guillermo,Abascal,30,Lima,Nuevo,cliente12689@retail.pe
CLI-012690,Charo,Bustamante,22,Arequipa,Regular,cliente12690@retail.pe
CLI-012691,Ascensión,Ponce,67,Arequipa,Nuevo,cliente12691@retail.pe
CLI-012692,Evangelina,Pinto,54,Trujillo,Nuevo,cliente12692@retail.pe
CLI-012693,Lucía,Verdugo,26,Trujillo,Premium,cliente12693@retail.pe
CLI-012694,Ángel,Trillo,39,Chiclayo,Regular,cliente12694@retail.pe
CLI-012695,Brunilda,Higueras,39,Chiclayo,Regular,cliente12695@retail.pe
CLI-012696,Emilia,Miralles,35,Piura,Regular,cliente12696@retail.pe
CLI-012697,Eloy,Iñiguez,57,Lima,Regular,cliente12697@retail.pe
CLI-012698,Santiago,Vall,69,Arequipa,Regular,cliente12698@retail.pe
CLI-012699,Guadalupe,Teruel,56,Trujillo,Regular,cliente12699@retail.pe
CLI-012700,Wálter,Carpio,67,Trujillo,Regular,cliente12700@retail.pe
CLI-012701,Cristian,Hernández,33,Piura,Regular,cliente12701@retail.pe
CLI-012702,Estrella,Llorens,33,Cusco,Premium,cliente12702@retail.pe
CLI-012703,Marcelino,Jimenez,60,Trujillo,Regular,cliente12703@retail.pe
CLI-012704,Fortunato,Cornejo,59,Arequipa,Nuevo,cliente12704@retail.pe
CLI-012705,Andrea,Román,63,Lima,Regular,cliente12705@retail.pe
CLI-012706,Manuelita,Cortés,59,Trujillo,Nuevo,cliente12706@retail.pe
CLI-012707,Julia,Ortiz,24,Arequipa,Premium,cliente12707@retail.pe
CLI-012708,Celestina,Gonzalo,55,Trujillo,Regular,cliente12708@retail.pe
CLI-012709,Pastora,Feliu,65,Piura,Regular,cliente12709@retail.pe
CLI-012710,Noemí,Palma,55,Cusco,Nuevo,cliente12710@retail.pe
CLI-012711,Loida,Alcolea,19,Arequipa,Nuevo,cliente12711@retail.pe
CLI-012712,Carmina,Andres,62,Chiclayo,Regular,cliente12712@retail.pe
CLI-012713,Nando,Fiol,62,Piura,Regular,cliente12713@retail.pe
CLI-012714,Severo,Ramis,68,Trujillo,Regular,cliente12714@retail.pe
CLI-012715,Edmundo,Pino,57,Trujillo,Regular,cliente12715@retail.pe
CLI-012716,Melisa,Doménech,20,Cusco,Premium,cliente12716@retail.pe
CLI-012717,Xavier,Escalona,53,Piura,Premium,cliente12717@retail.pe
CLI-012718,Vicente,Moles,51,Cusco,Nuevo,cliente12718@retail.pe
CLI-012719,Hortensia,Sáez,27,Lima,Nuevo,cliente12719@retail.pe
CLI-012720,Nazario,Marín,64,Trujillo,Nuevo,cliente12720@retail.pe
CLI-012721,Ruben,Hoyos,65,Arequipa,Premium,cliente12721@retail.pe
CLI-012722,Patricia,Atienza,57,Chiclayo,Regular,cliente12722@retail.pe
CLI-012723,Baldomero,Carreño,30,Arequipa,Regular,cliente12723@retail.pe
CLI-012724,Camilo,Peña,66,Lima,Regular,cliente12724@retail.pe
CLI-012725,Susanita,Arranz,53,Arequipa,Regular,cliente12725@retail.pe
CLI-012726,Román,Sáez,62,Piura,Regular,cliente12726@retail.pe
CLI-012727,Maximiliano,Montesinos,69,Lima,Premium,cliente12727@retail.pe
CLI-012728,Julieta,Cantón,30,Trujillo,Nuevo,cliente12728@retail.pe
CLI-012729,Joan,Revilla,54,Lima,Regular,cliente12729@retail.pe
CLI-012730,Erasmo,Tejera,23,Arequipa,Nuevo,cliente12730@retail.pe
CLI-012731,Manu,Díaz,54,Arequipa,Regular,cliente12731@retail.pe
CLI-012732,Socorro,Valls,64,Chiclayo,Nuevo,cliente12732@retail.pe
CLI-012733,Marcia,Boada,58,Trujillo,Regular,cliente12733@retail.pe
CLI-012734,Eugenio,Alcolea,36,Chiclayo,Regular,cliente12734@retail.pe
CLI-012735,Lorenzo,Camacho,26,Lima,Regular,cliente12735@retail.pe
CLI-012736,María,Escamilla,56,Arequipa,Regular,cliente12736@retail.pe
CLI-012737,Verónica,Arias,54,Lima,Regular,cliente12737@retail.pe
CLI-012738,Leire,Redondo,60,Arequipa,Regular,cliente12738@retail.pe
CLI-012739,Pascual,Sainz,43,Lima,Regular,cliente12739@retail.pe
CLI-012740,Anastasio,Cárdenas,63,Chiclayo,Regular,cliente12740@retail.pe
CLI-012741,Tito,Bertrán,35,Chiclayo,Premium,cliente12741@retail.pe
CLI-012742,Rufino,Baños,41,Piura,Regular,cliente12742@retail.pe
CLI-012743,Pascuala,Pombo,40,Lima,Regular,cliente12743@retail.pe
CLI-012744,Felix,Gámez,21,Cusco,Regular,cliente12744@retail.pe
CLI-012745,Eutropio,Saez,19,Cusco,Regular,cliente12745@retail.pe
CLI-012746,Paulino,Puerta,36,Lima,Regular,cliente12746@retail.pe
CLI-012747,Eloísa,Bernal,38,Cusco,Regular,cliente12747@retail.pe
CLI-012748,Roberta,Santiago,32,Lima,Premium,cliente12748@retail.pe
CLI-012749,Javier,Reyes,34,Trujillo,Regular,cliente12749@retail.pe
CLI-012750,Maximiano,Sainz,42,Chiclayo,Regular,cliente12750@retail.pe
CLI-012751,Flavia,Echevarría,60,Chiclayo,Regular,cliente12751@retail.pe
CLI-012752,Celestino,Zabaleta,50,Lima,Regular,cliente12752@retail.pe
CLI-012753,Alba,Sánchez,70,Lima,Nuevo,cliente12753@retail.pe
CLI-012754,Maristela,Ordóñez,31,Piura,Regular,cliente12754@retail.pe
CLI-012755,Eladio,Serra,51,Arequipa,Regular,cliente12755@retail.pe
CLI-012756,Ana Belén,Luna,47,Arequipa,Regular,cliente12756@retail.pe
CLI-012757,Bernardino,Sandoval,34,Lima,Nuevo,cliente12757@retail.pe
CLI-012758,Reinaldo,Trillo,22,Piura,Regular,cliente12758@retail.pe
CLI-012759,María Cristina,Juan,52,Chiclayo,Nuevo,cliente12759@retail.pe
CLI-012760,Guiomar,Reguera,23,Piura,Regular,cliente12760@retail.pe
CLI-012761,Ciro,Gallego,22,Lima,Regular,cliente12761@retail.pe
CLI-012762,Anselma,Duarte,27,Trujillo,Nuevo,cliente12762@retail.pe
CLI-012763,Daniela,Torrecilla,31,Arequipa,Regular,cliente12763@retail.pe
CLI-012764,Abraham,Coloma,32,Cusco,Regular,cliente12764@retail.pe
CLI-012765,Atilio,Acevedo,30,Piura,Regular,cliente12765@retail.pe
CLI-012766,Esperanza,Gascón,29,Chiclayo,Regular,cliente12766@retail.pe
CLI-012767,Matías,Noguera,42,Trujillo,Regular,cliente12767@retail.pe
CLI-012768,Basilio,Coello,26,Piura,Premium,cliente12768@retail.pe
CLI-012769,Carolina,Rivas,57,Chiclayo,Premium,cliente12769@retail.pe
CLI-012770,Marcos,Gárate,32,Trujillo,Premium,cliente12770@retail.pe
CLI-012771,Bibiana,Castells,40,Trujillo,Premium,cliente12771@retail.pe
CLI-012772,Martín,Toledo,18,Chiclayo,Premium,cliente12772@retail.pe
CLI-012773,Cebrián,Baños,63,Cusco,Regular,cliente12773@retail.pe
CLI-012774,Áurea,Mayol,22,Chiclayo,Nuevo,cliente12774@retail.pe
CLI-012775,Ismael,Franch,48,Chiclayo,Premium,cliente12775@retail.pe
CLI-012776,Serafina,Arranz,55,Cusco,Nuevo,cliente12776@retail.pe
CLI-012777,Mariano,Barrio,54,Chiclayo,Regular,cliente12777@retail.pe
CLI-012778,Bárbara,Valls,31,Trujillo,Regular,cliente12778@retail.pe
CLI-012779,Rosenda,Arce,19,Piura,Nuevo,cliente12779@retail.pe
CLI-012780,José,Mena,54,Trujillo,Nuevo,cliente12780@retail.pe
CLI-012781,Horacio,Puente,33,Cusco,Nuevo,cliente12781@retail.pe
CLI-012782,Guiomar,Vives,40,Chiclayo,Regular,cliente12782@retail.pe
CLI-012783,Felipe,Pellicer,60,Arequipa,Premium,cliente12783@retail.pe
CLI-012784,Aureliano,Saldaña,48,Chiclayo,Regular,cliente12784@retail.pe
CLI-012785,Jordi,Amaya,37,Trujillo,Regular,cliente12785@retail.pe
CLI-012786,Rita,Ayuso,26,Trujillo,Regular,cliente12786@retail.pe
CLI-012787,Félix,Calvet,31,Chiclayo,Premium,cliente12787@retail.pe
CLI-012788,Regina,Cano,25,Cusco,Regular,cliente12788@retail.pe
CLI-012789,Valeria,Campillo,45,Arequipa,Regular,cliente12789@retail.pe
CLI-012790,Miguel Ángel,Orozco,19,Cusco,Regular,cliente12790@retail.pe
CLI-012791,Luís,Ávila,56,Cusco,Regular,cliente12791@retail.pe
CLI-012792,Crescencia,Piquer,55,Lima,Regular,cliente12792@retail.pe
CLI-012793,Silvio,Roldán,65,Chiclayo,Regular,cliente12793@retail.pe
CLI-012794,Eliseo,Rodríguez,50,Cusco,Regular,cliente12794@retail.pe
CLI-012795,Angélica,Orozco,30,Arequipa,Nuevo,cliente12795@retail.pe
CLI-012796,Cruz,Botella,40,Lima,Regular,cliente12796@retail.pe
CLI-012797,Marta,Simó,21,Cusco,Regular,cliente12797@retail.pe
CLI-012798,Juana,Alcalde,58,Trujillo,Regular,cliente12798@retail.pe
CLI-012799,Adrián,Valencia,40,Trujillo,Regular,cliente12799@retail.pe
CLI-012800,Lope,Amador,39,Lima,Regular,cliente12800@retail.pe
CLI-012801,Conrado,Revilla,29,Lima,Regular,cliente12801@retail.pe
CLI-012802,Calisto,Sotelo,63,Chiclayo,Premium,cliente12802@retail.pe
CLI-012803,Sancho,Villaverde,54,Trujillo,Premium,cliente12803@retail.pe
CLI-012804,Valentina,Guerra,67,Trujillo,Regular,cliente12804@retail.pe
CLI-012805,Trinidad,Garcia,34,Arequipa,Regular,cliente12805@retail.pe
CLI-012806,León,Tapia,47,Trujillo,Nuevo,cliente12806@retail.pe
CLI-012807,Paloma,Almansa,42,Chiclayo,Regular,cliente12807@retail.pe
CLI-012808,Albano,Peralta,24,Lima,Nuevo,cliente12808@retail.pe
CLI-012809,Adelina,Bru,39,Cusco,Regular,cliente12809@retail.pe
CLI-012810,Josefina,Abad,48,Lima,Regular,cliente12810@retail.pe
CLI-012811,Jesusa,Gras,58,Lima,Premium,cliente12811@retail.pe
CLI-012812,Claudio,Company,37,Arequipa,Regular,cliente12812@retail.pe
CLI-012813,Belen,Benet,29,Piura,Premium,cliente12813@retail.pe
CLI-012814,Gertrudis,Asenjo,20,Arequipa,Nuevo,cliente12814@retail.pe
CLI-012815,Galo,Villanueva,45,Chiclayo,Regular,cliente12815@retail.pe
CLI-012816,Vicente,Niño,67,Chiclayo,Regular,cliente12816@retail.pe
CLI-012817,Asdrubal,Mendoza,60,Lima,Nuevo,cliente12817@retail.pe
CLI-012818,Magdalena,Rueda,50,Lima,Premium,cliente12818@retail.pe
CLI-012819,Josué,Doménech,26,Lima,Regular,cliente12819@retail.pe
CLI-012820,Alicia,Domingo,66,Chiclayo,Regular,cliente12820@retail.pe
CLI-012821,Gil,Alemán,60,Cusco,Nuevo,cliente12821@retail.pe
CLI-012822,Valerio,Bolaños,18,Cusco,Premium,cliente12822@retail.pe
CLI-012823,Francisco Javier,Seco,46,Piura,Nuevo,cliente12823@retail.pe
CLI-012824,Pili,Bustos,19,Piura,Regular,cliente12824@retail.pe
CLI-012825,Juan Bautista,Ramis,32,Piura,Regular,cliente12825@retail.pe
CLI-012826,Leonor,Gimeno,38,Piura,Regular,cliente12826@retail.pe
CLI-012827,Eva María,Gras,22,Chiclayo,Premium,cliente12827@retail.pe
CLI-012828,Reyes,Palacio,38,Piura,Premium,cliente12828@retail.pe
CLI-012829,Alfredo,Palau,70,Chiclayo,Premium,cliente12829@retail.pe
CLI-012830,Valentín,Tamayo,68,Chiclayo,Regular,cliente12830@retail.pe
CLI-012831,Teófila,Valls,57,Cusco,Nuevo,cliente12831@retail.pe
CLI-012832,Catalina,Francisco,52,Cusco,Regular,cliente12832@retail.pe
CLI-012833,Reyes,Salgado,30,Chiclayo,Regular,cliente12833@retail.pe
CLI-012834,Perla,Novoa,30,Cusco,Premium,cliente12834@retail.pe
CLI-012835,Adrián,Navarrete,58,Cusco,Regular,cliente12835@retail.pe
CLI-012836,Josefina,Álamo,66,Piura,Regular,cliente12836@retail.pe
CLI-012837,Evangelina,Peñalver,42,Piura,Nuevo,cliente12837@retail.pe
CLI-012838,Haydée,Vicente,35,Cusco,Nuevo,cliente12838@retail.pe
CLI-012839,Zaida,Calvo,55,Piura,Regular,cliente12839@retail.pe
CLI-012840,Gisela,Arregui,36,Cusco,Premium,cliente12840@retail.pe
CLI-012841,Zoraida,Aroca,18,Cusco,Regular,cliente12841@retail.pe
CLI-012842,Fulgencio,Seco,49,Cusco,Nuevo,cliente12842@retail.pe
CLI-012843,Bárbara,Barón,35,Lima,Regular,cliente12843@retail.pe
CLI-012844,Salomé,Campo,24,Trujillo,Regular,cliente12844@retail.pe
CLI-012845,Juan Pablo,Corominas,53,Trujillo,Regular,cliente12845@retail.pe
CLI-012846,María,Yáñez,35,Trujillo,Regular,cliente12846@retail.pe
CLI-012847,Emelina,Corral,47,Chiclayo,Regular,cliente12847@retail.pe
CLI-012848,Rubén,Hidalgo,51,Piura,Regular,cliente12848@retail.pe
CLI-012849,Hilario,Rius,61,Arequipa,Regular,cliente12849@retail.pe
CLI-012850,Gerardo,Pino,26,Chiclayo,Nuevo,cliente12850@retail.pe
CLI-012851,Carlota,Puente,49,Trujillo,Regular,cliente12851@retail.pe
CLI-012852,Jose Manuel,Crespo,62,Arequipa,Nuevo,cliente12852@retail.pe
CLI-012853,Melania,Gras,42,Arequipa,Regular,cliente12853@retail.pe
CLI-012854,Conrado,Peláez,22,Cusco,Regular,cliente12854@retail.pe
CLI-012855,Horacio,Barreda,54,Cusco,Regular,cliente12855@retail.pe
CLI-012856,Reyna,Luna,56,Arequipa,Regular,cliente12856@retail.pe
CLI-012857,Adelardo,Ibañez,26,Cusco,Nuevo,cliente12857@retail.pe
CLI-012858,Paco,Riquelme,65,Arequipa,Regular,cliente12858@retail.pe
CLI-012859,Julieta,Fiol,44,Lima,Nuevo,cliente12859@retail.pe
CLI-012860,Mariana,Torrens,62,Lima,Regular,cliente12860@retail.pe
CLI-012861,Candelas,Andres,26,Cusco,Regular,cliente12861@retail.pe
CLI-012862,Jessica,Saez,55,Cusco,Regular,cliente12862@retail.pe
CLI-012863,Eligia,Agustí,40,Trujillo,Premium,cliente12863@retail.pe
CLI-012864,Marisa,Belmonte,26,Arequipa,Regular,cliente12864@retail.pe
CLI-012865,Laura,Caparrós,40,Chiclayo,Regular,cliente12865@retail.pe
CLI-012866,Anselma,Bayo,29,Chiclayo,Premium,cliente12866@retail.pe
CLI-012867,Silvestre,Solsona,29,Trujillo,Premium,cliente12867@retail.pe
CLI-012868,Carla,Díez,63,Arequipa,Nuevo,cliente12868@retail.pe
CLI-012869,Dafne,Castillo,54,Lima,Nuevo,cliente12869@retail.pe
CLI-012870,Sosimo,Salvador,69,Chiclayo,Premium,cliente12870@retail.pe
CLI-012871,Geraldo,Aragonés,46,Piura,Regular,cliente12871@retail.pe
CLI-012872,Saturnino,Gonzalez,30,Lima,Premium,cliente12872@retail.pe
